index,song_title,artist,original_gender,original_continent,source,predicted_gender,predicted_continent,reasoning,attribute_scores,emotions,romance_topics,party_club,violence,politics_religion,success_money,family,slang_usage,formal_language,profanity,intensifiers,hedges,first_person,second_person,third_person,confidence,doubt_uncertainty,politeness,aggression_toxicity,cultural_references
868,Friedhof der Kuscheltiere,Manuellsen,male,europe,spotify,Male,North America,"1. First I noticed a heavy use of aggressive language, profanity, and violent imagery, which is often associated with male artists in certain subgenres of rap. 2. Then I observed numerous cultural references to horror films (Elm Street, Spawn, Chainsaw Massacre, Halloween, Jason, Jack the Ripper), which suggests a North American origin given the prevalence of these films. 3. This led me to conclude that the artist is likely a male from North America.","{'emotions': 8, 'romance_topics': 1, 'party_club': 1, 'violence': 10, 'politics_religion': 1, 'success_money': 3, 'family': 3, 'slang_usage': 8, 'formal_language': 1, 'profanity': 9, 'intensifiers': 6, 'hedges': 1, 'first_person': 9, 'second_person': 6, 'third_person': 4, 'confidence': 7, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 9, 'cultural_references': 10}",8,1,1,10,1,3,3,8,1,9,6,1,9,6,4,7,1,1,9,10
869,Imperfect Circle,Jorja Smith,female,europe,spotify,Male,North America,"1. First I noticed the frequent use of first-person pronouns ('I', 'me', 'my') and second-person pronouns ('you', 'your'), suggesting a personal and potentially confrontational style often associated with male artists. 2. Then I observed the lyrical content, which touches upon social issues like racism, police brutality, and historical trauma, common themes explored by North American artists. The use of slang and informal language further supports this regional connection. 3. This led me to conclude that the artist is likely male and originates from North America.","{'emotions': 8, 'romance_topics': 1, 'party_club': 1, 'violence': 6, 'politics_religion': 9, 'success_money': 1, 'family': 1, 'slang_usage': 6, 'formal_language': 2, 'profanity': 3, 'intensifiers': 4, 'hedges': 1, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 5, 'doubt_uncertainty': 7, 'politeness': 1, 'aggression_toxicity': 5, 'cultural_references': 8}",8,1,1,6,9,1,1,6,2,3,4,1,9,7,3,5,7,1,5,8
870,Say My Name,David Guetta,male,europe,spotify,Male,North America,"1. First I noticed the frequent use of second-person pronouns ('you,' 'your') and first-person pronouns ('I,' 'me,' 'my'), indicating a focus on interpersonal relationships and personal feelings, which is common in male artists. 2. Then I observed the blend of American slang ('got,' 'wuh') with references to international locations like Medellín and London, suggesting a North American artist with global influences. 3. This led me to conclude that the artist is likely male and originates from North America, potentially with exposure to or interest in Latin American culture, given the Medellín reference.","{'emotions': 8, 'romance_topics': 10, 'party_club': 1, 'violence': 2, 'politics_religion': 1, 'success_money': 3, 'family': 1, 'slang_usage': 7, 'formal_language': 1, 'profanity': 3, 'intensifiers': 6, 'hedges': 3, 'first_person': 8, 'second_person': 9, 'third_person': 2, 'confidence': 4, 'doubt_uncertainty': 7, 'politeness': 2, 'aggression_toxicity': 4, 'cultural_references': 8}",8,10,1,2,1,3,1,7,1,3,6,3,8,9,2,4,7,2,4,8
871,Monster,LUM!X,male,europe,spotify,Male,North America,"1. First I noticed the repetitive nature of the lyrics, particularly the use of 'monster' and 'creatures.' This, combined with the questioning 'how should I feel,' suggests a vulnerability and introspection often found in male artists exploring darker themes. 2. Then I observed the slang-like repetition of 'mon mon mon mon' which is common in contemporary North American music. 3. This led me to conclude that the artist is likely male and originates from North America, given the stylistic choices and thematic exploration.","{'emotions': 8, 'romance_topics': 1, 'party_club': 1, 'violence': 3, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 6, 'formal_language': 1, 'profanity': 1, 'intensifiers': 2, 'hedges': 1, 'first_person': 7, 'second_person': 1, 'third_person': 1, 'confidence': 3, 'doubt_uncertainty': 8, 'politeness': 1, 'aggression_toxicity': 4, 'cultural_references': 2}",8,1,1,3,1,1,1,6,1,1,2,1,7,1,1,3,8,1,4,2
872,365 - Zedd Remix,Zedd,male,europe,spotify,Female,North America,"1. First I noticed the consistent use of first-person pronouns ('I,' 'me,' 'my') and second-person pronouns ('you,' 'your'), indicating a focus on a personal relationship and direct address. 2. Then I observed the lyrical content revolving around intense romantic feelings, longing, and a desire for commitment, which is frequently expressed in popular music by female artists. The repetitive phrasing and emotional intensity also align with common trends in contemporary female pop music. 3. This led me to conclude that the artist is likely female and based in North America, given the lyrical style and themes.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 6, 'formal_language': 1, 'profanity': 2, 'intensifiers': 7, 'hedges': 1, 'first_person': 10, 'second_person': 8, 'third_person': 1, 'confidence': 5, 'doubt_uncertainty': 3, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 3}",9,10,1,1,1,1,1,6,1,2,7,1,10,8,1,5,3,2,1,3
873,Lights & Thunder - Club Mix,Gareth Emery,male,europe,spotify,Male,North America,"1. First I noticed a strong focus on emotional yearning and anticipation, often expressed through metaphors like 'heartbeat,' 'lights and thunder,' and 'dreams turning to color.' This resonates with common themes in male-driven songwriting, particularly in genres like alternative or indie rock. 2. Then I observed the frequent use of 'we' and 'our,' suggesting a collective experience and a sense of shared longing, which is often explored in North American music. The language is relatively accessible and avoids highly specific cultural references. 3. This led me to conclude that the artist is likely male and originates from North America, based on the thematic and linguistic patterns observed.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
874,Stargazing,Kygo,male,europe,spotify,Female,North America,"1. First I noticed the frequent use of first-person pronouns ('I,' 'me,' 'my') and second-person pronouns ('you,' 'your'), suggesting a direct address and introspection common in female-driven narratives. 2. Then I observed the lyrical themes revolving around love, heartbreak, and perseverance, often expressed with emotional vulnerability, a trait frequently associated with female artists. The repetitive nature of the 'you give up for me fall do not give up for love' lines also implies a plea and emotional depth. 3. This led me to conclude that the artist is likely female and operates within a North American musical landscape, given the lyrical style and common themes.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 3, 'formal_language': 2, 'profanity': 1, 'intensifiers': 4, 'hedges': 3, 'first_person': 10, 'second_person': 8, 'third_person': 1, 'confidence': 4, 'doubt_uncertainty': 5, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 2}",9,10,1,1,1,1,1,3,2,1,4,3,10,8,1,4,5,2,1,2
875,Porcelain,Skott,female,europe,spotify,Male,North America,"1. First I noticed the frequent use of first-person pronouns ('I', 'me', 'my') and the direct address of 'you,' suggesting a personal and intimate narrative. 2. Then I observed the recurring theme of destructive potential within a relationship, expressed through phrases like 'million ways to harm you' and 'power of destruction,' which often aligns with male perspectives in exploring complex emotions. The slang and profanity ('goddamn') further support this. 3. This led me to conclude that the artist is likely male, and the lyrical style and themes resonate with contemporary North American music trends.","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 6, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 6, 'formal_language': 1, 'profanity': 4, 'intensifiers': 4, 'hedges': 1, 'first_person': 9, 'second_person': 7, 'third_person': 2, 'confidence': 5, 'doubt_uncertainty': 4, 'politeness': 1, 'aggression_toxicity': 5, 'cultural_references': 3}",8,9,1,6,1,2,1,6,1,4,4,1,9,7,2,5,4,1,5,3
876,Muscle Car - Sander Kleinenberg's Pace Car Mix - Radio Edit,Mylo,male,europe,spotify,Male,North America,"1. First I noticed the repetitive nature of the lyrics and the explicit, suggestive language ('well oiled,' 'ride in my muscle car'). This is commonly found in male-dominated genres like rock and roll or blues. 2. Then I observed the listing of specific American car models (Camaro, Chevelle, etc.). This strongly suggests a North American cultural context. 3. This led me to conclude that the artist is likely male and originates from North America, given the lyrical content and cultural references.","{'emotions': 4, 'romance_topics': 7, 'party_club': 2, 'violence': 1, 'politics_religion': 1, 'success_money': 3, 'family': 1, 'slang_usage': 5, 'formal_language': 1, 'profanity': 2, 'intensifiers': 2, 'hedges': 1, 'first_person': 3, 'second_person': 6, 'third_person': 1, 'confidence': 5, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 2, 'cultural_references': 8}",4,7,2,1,1,3,1,5,1,2,2,1,3,6,1,5,1,1,2,8
877,Rebelde por Defecto,ToteKing,male,europe,spotify,Male,Europe,"1. First I noticed a significant use of metaphors and complex imagery, suggesting a sophisticated and introspective lyrical style often found in European hip-hop. 2. Then I observed the inclusion of specific cultural references like 'ZP and Mariano,' 'Che Guevara,' and 'Cigala,' which strongly point to a European, specifically Spanish-speaking, context. The references to '50 quid t-shirt' further support this. 3. This led me to conclude that the artist is likely male and based in Europe.","{'emotions': 8, 'romance_topics': 4, 'party_club': 1, 'violence': 6, 'politics_religion': 7, 'success_money': 7, 'family': 1, 'slang_usage': 7, 'formal_language': 3, 'profanity': 4, 'intensifiers': 4, 'hedges': 1, 'first_person': 8, 'second_person': 5, 'third_person': 4, 'confidence': 6, 'doubt_uncertainty': 3, 'politeness': 1, 'aggression_toxicity': 6, 'cultural_references': 9}",8,4,1,6,7,7,1,7,3,4,4,1,8,5,4,6,3,1,6,9
878,TIME,Alesso,male,europe,spotify,Male,North America,"1. First I noticed a prevalence of informal language and repetitive phrases like 'damn it feels right' and 'be gone gone gone,' which are common in contemporary pop music, particularly within North American genres. 2. Then I observed the focus on a romantic or sexual relationship, expressed through phrases like 'now we are hooked' and 'I need it need it need it,' suggesting a male perspective often found in songs about desire. 3. This led me to conclude that the artist is likely male and originates from North America, given the stylistic and thematic elements present in the lyrics.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
879,Drivin',Mr. Probz,male,europe,spotify,Male,North America,"1. First I noticed the prevalence of first-person pronouns ('I', 'me', 'my') and a confessional, introspective tone, common in male artists exploring vulnerability. 2. Then I observed the slang usage ('mma', 'so high') and themes of struggle, addiction, and inner turmoil, often found in contemporary North American hip-hop/rap. 3. This led me to conclude that the artist is likely a male from North America, potentially within the hip-hop or similar genre.","{'emotions': 8, 'romance_topics': 6, 'party_club': 2, 'violence': 4, 'politics_religion': 1, 'success_money': 3, 'family': 1, 'slang_usage': 6, 'formal_language': 1, 'profanity': 4, 'intensifiers': 5, 'hedges': 1, 'first_person': 9, 'second_person': 3, 'third_person': 2, 'confidence': 4, 'doubt_uncertainty': 7, 'politeness': 1, 'aggression_toxicity': 5, 'cultural_references': 4}",8,6,2,4,1,3,1,6,1,4,5,1,9,3,2,4,7,1,5,4
880,Solo Dance,Martin Jensen,male,europe,spotify,Female,North America,"1. First I noticed the frequent use of 'I' and 'me,' indicating a focus on personal experience and agency, which is often associated with female artists. 2. Then I observed the repetitive nature of the lyrics, emphasizing themes of independence and a desire to dance without romantic entanglement, a common trope in pop music from North America. 3. This led me to conclude that the artist is likely a female pop artist from North America.","{'emotions': 7, 'romance_topics': 8, 'party_club': 9, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 6, 'formal_language': 1, 'profanity': 1, 'intensifiers': 4, 'hedges': 1, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 7, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 2, 'cultural_references': 3}",7,8,9,1,1,2,1,6,1,1,4,1,9,7,3,7,2,1,2,3
