index,song_title,artist,original_gender,original_continent,source,predicted_gender,predicted_continent,gender_keywords,gender_reasoning,continent_keywords,continent_reasoning,raw_model_response
832,Perfect,Ed Sheeran,male,europe,spotify,,North America,,,,,CONTINENT: North America
833,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,Kungs,male,europe,spotify,,Africa,,,,,CONTINENT: Africa
834,Blah Blah Blah,Armin van Buuren,male,europe,spotify,,Africa,,,,,CONTINENT: Africa
835,Take Me Home - BBC Children In Need Single 2015,Jess Glynne,female,europe,spotify,,North America,,,,,CONTINENT: North America
836,Baby I'm Yours - feat. Irfane,Breakbot,male,europe,spotify,,North America,,,,,CONTINENT: North America
837,Who's Laughing Now,Jessie J,female,europe,spotify,,North America,,,,,CONTINENT: North America
838,Sikam Szampan,Mr. Polska,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
839,Keep Your Head Up,Ben Howard,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
840,Happy Hours - Remix,John De Sohn,male,europe,spotify,,North America,,,,,CONTINENT: North America
841,Fool (If You Think It's Over),Chris Rea,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
842,"Loca People (What the F**k!"") - Radio Edit",Sak Noel,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
843,Anywhere u go,Tove Lo,female,europe,spotify,,North America,,,,,CONTINENT: North America
844,Golden Green,Agnes Obel,female,europe,spotify,,Europe,,,,,CONTINENT: Europe
845,We Ain't Feeling Time,FKJ,male,europe,spotify,,North America,,,,,CONTINENT: North America
846,Fade Into Darkness - Vocal Radio Mix,Avicii,male,europe,spotify,,North America,,,,,CONTINENT: North America
847,The Only Way Is Up - Radio Edit,Martin Garrix,male,europe,spotify,,North America,,,,,CONTINENT: North America
848,Everything (feat. John Legend),Ella Mai,female,europe,spotify,,North America,,,,,CONTINENT: North America
849,You're Beautiful,James Blunt,male,europe,spotify,,North America,,,,,CONTINENT: North America
850,Clarity,Zedd,male,europe,spotify,,North America,,,,,CONTINENT: North America
851,Can I Be Him,James Arthur,male,europe,spotify,,North America,,,,,CONTINENT: North America
852,Gothersgade,Artigeardit,male,europe,spotify,,North America,,,,,CONTINENT: North America
853,Lights On,Izzy Bizu,female,europe,spotify,,North America,,,,,CONTINENT: North America
854,Crying In The Sun,Faustix,male,europe,spotify,,North America,,,,,CONTINENT: North America
855,Heaven,Avicii,male,europe,spotify,,North America,,,,,CONTINENT: North America
856,Heroes (we could be),Alesso,male,europe,spotify,,North America,,,,,CONTINENT: North America
857,Te Quiero un Poco,Carlos Sadness,male,europe,spotify,,South America,,,,,CONTINENT: South America
858,goodbye,updog,male,europe,spotify,,North America,,,,,CONTINENT: North America
859,Bombs Away,Charlotte Gainsbourg,female,europe,spotify,,Europe,,,,,CONTINENT: Europe
860,george,Arlo Parks,female,europe,spotify,,North America,,,,,CONTINENT: North America
861,A Different Way (with Lauv),DJ Snake,male,europe,spotify,,North America,,,,,CONTINENT: North America
862,Who Is Ready To Jump - Original Club Mix,Chuckie,male,europe,spotify,,North America,,,,,CONTINENT: North America
863,Clandestino (feat. Calypso Rose),Manu Chao,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
864,Burn,Ellie Goulding,female,europe,spotify,,North America,,,,,CONTINENT: North America
865,Perfect,Topic,male,europe,spotify,,North America,,,,,CONTINENT: North America
866,Stress ohne Grund (feat. Bushido),Shindy,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
867,PAY ME BACK!,ILIRA,female,europe,spotify,,North America,,,,,CONTINENT: North America
868,Friedhof der Kuscheltiere,Manuellsen,male,europe,spotify,,North America,,,,,CONTINENT: North America
869,Imperfect Circle,Jorja Smith,female,europe,spotify,,North America,,,,,CONTINENT: North America
870,Say My Name,David Guetta,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
871,Monster,LUM!X,male,europe,spotify,,North America,,,,,CONTINENT: North America
872,365 - Zedd Remix,Zedd,male,europe,spotify,,North America,,,,,CONTINENT: North America
873,Lights & Thunder - Club Mix,Gareth Emery,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
874,Stargazing,Kygo,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
875,Porcelain,Skott,female,europe,spotify,,Europe,,,,,CONTINENT: Europe
876,Muscle Car - Sander Kleinenberg's Pace Car Mix - Radio Edit,Mylo,male,europe,spotify,,North America,,,,,CONTINENT: North America
877,Rebelde por Defecto,ToteKing,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
878,TIME,Alesso,male,europe,spotify,,North America,,,,,CONTINENT: North America
879,Drivin',Mr. Probz,male,europe,spotify,,North America,,,,,CONTINENT: North America
880,Solo Dance,Martin Jensen,male,europe,spotify,,North America,,,,,CONTINENT: North America
881,Tonight's the Night (Gonna Be Alright) - 2009 Remaster,Rod Stewart,male,europe,spotify,,North America,,,,,CONTINENT: North America
882,I Shot The Sheriff,Eric Clapton,male,europe,spotify,,North America,,,,,CONTINENT: North America
883,We'll Be Ok,Afrojack,male,europe,spotify,,Africa,,,,,CONTINENT: Africa
884,Nur ein Dieb,Veysel,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
885,I Own You,Mick Flannery,male,europe,spotify,,North America,,,,,CONTINENT: North America
886,Wave Goodbye (feat. Jeffrey Jey),Robin Schulz,male,europe,spotify,,North America,,,,,CONTINENT: North America
887,Crazy Dream,Tom Misch,male,europe,spotify,,North America,,,,,CONTINENT: North America
888,Raise Your Hands,Ummet Ozcan,male,europe,spotify,,North America,,,,,CONTINENT: North America
889,Sexy Bitch (feat. Akon),David Guetta,male,europe,spotify,,North America,,,,,CONTINENT: North America
890,Ego - Radio Edit,Willy William,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
891,Neon,Frida Sundemo,female,europe,spotify,,North America,,,,,CONTINENT: North America
892,Forget What I Said,Noora Noor,female,europe,spotify,,North America,,,,,CONTINENT: North America
893,Umsatzfixiert,Capital Bra,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
894,Jet - Remastered 2010,Paul McCartney,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
895,High,James Blunt,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
896,Turbococco,Ghali,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
897,Hyde,Astrid S,female,europe,spotify,,Europe,,,,,CONTINENT: Europe
898,Arrogante,Irama,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
899,Wherever You Go,Jonas Blue,male,europe,spotify,,North America,,,,,CONTINENT: North America
900,Mambo Rap,Parov Stelar,male,europe,spotify,,North America,,,,,CONTINENT: North America
901,Happy Now,Kygo,male,europe,spotify,,North America,,,,,CONTINENT: North America
902,La differenza,Gianna Nannini,female,europe,spotify,,Europe,,,,,CONTINENT: Europe
903,Both,Headie One,male,europe,spotify,,Africa,,,,,CONTINENT: Africa
904,Meister Yoda,Azet,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
905,Falling Like The Stars,James Arthur,male,europe,spotify,,North America,,,,,CONTINENT: North America
906,White Tiger - Marcus Layton Radio Edit,Izzy Bizu,female,europe,spotify,,North America,,,,,CONTINENT: North America
907,Play Hard (feat. Ne-Yo & Akon) - New Edit,David Guetta,male,europe,spotify,,North America,,,,,CONTINENT: North America
908,Can't Bring Me Down,Quintino,male,europe,spotify,,North America,,,,,CONTINENT: North America
909,We Don't Talk,Wiktoria,female,europe,spotify,,North America,,,,,CONTINENT: North America
910,Lovers on the Sun (feat. Sam Martin),David Guetta,male,europe,spotify,,North America,,,,,CONTINENT: North America
911,Even If - Radio Edit,Benny Benassi,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
912,Talk,DJ Snake,male,europe,spotify,,North America,,,,,CONTINENT: North America
913,Kanax in Moskau,KC Rebell,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
914,COUNT YAH BLESSINGS,Chivv,male,europe,spotify,,North America,,,,,CONTINENT: North America
915,Miss U,Kidd Keo,male,europe,spotify,,North America,,,,,CONTINENT: North America
916,Got It,Boys Noize,male,europe,spotify,,North America,,,,,CONTINENT: North America
917,In The Air Tonight - 2015 Remastered,Phil Collins,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
918,Mistaken (feat. Alex Aris),Martin Garrix,male,europe,spotify,,North America,,,,,CONTINENT: North America
919,Clarity - Tiësto Remix,Zedd,male,europe,spotify,,North America,,,,,CONTINENT: North America
920,The Back Seat Of My Car - 1993 Digital Remaster,Paul McCartney,male,europe,spotify,,North America,,,,,CONTINENT: North America
921,Follow Me,Syn Cole,male,europe,spotify,,North America,,,,,CONTINENT: North America
922,I Want You To Know,Zedd,male,europe,spotify,,North America,,,,,CONTINENT: North America
923,This Town (feat. Sasha Sloan & Gucci Mane) - Gucci Mane Edit,Kygo,male,europe,spotify,,North America,,,,,CONTINENT: North America
924,Haramstufe Rot,Hanybal,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
925,South of the Border (feat. Camila Cabello & Cardi B) - Cheat Codes Remix,Ed Sheeran,male,europe,spotify,,South America,,,,,CONTINENT: South America
926,Naked,Elin Bergman,female,europe,spotify,,North America,,,,,CONTINENT: North America
927,Birds Fly - W&W Festival Mix Edit,Hardwell,male,europe,spotify,,North America,,,,,CONTINENT: North America
928,Fra Gaden (feat. Benny Jamz),ATYPISK,male,europe,spotify,,Africa,,,,,CONTINENT: Africa
929,Stereo Love - Radio Edit,Edward Maya,male,europe,spotify,,North America,,,,,CONTINENT: North America
930,The One,Jorja Smith,female,europe,spotify,,North America,,,,,CONTINENT: North America
931,No Sleep (feat. Bonn),Martin Garrix,male,europe,spotify,,North America,,,,,CONTINENT: North America
932,Bitch Lasagna,pewdiepie,male,europe,spotify,,Asia,,,,,CONTINENT: Asia
933,Right As Rain,Adele,female,europe,spotify,,Africa,,,,,CONTINENT: Africa
934,Straight Into The Fire,Zedd,male,europe,spotify,,Africa,,,,,CONTINENT: Africa
935,Baby,Bakermat,male,europe,spotify,,North America,,,,,CONTINENT: North America
936,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,male,europe,spotify,,North America,,,,,CONTINENT: North America
937,Nothing Can Hold Us Down,Hardwell,male,europe,spotify,,Oceania,,,,,CONTINENT: Oceania
938,One,Cleo Sol,female,europe,spotify,,Europe,,,,,CONTINENT: Europe
939,You & Me,James TW,male,europe,spotify,,North America,,,,,CONTINENT: North America
940,Faded,Alan Walker,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
941,Friday (feat. JGUAR),MOTi,male,europe,spotify,,North America,,,,,CONTINENT: North America
942,Don't Start Now - Kungs Remix,Dua Lipa,female,europe,spotify,,North America,,,,,CONTINENT: North America
943,Daniel,Elton John,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
944,I Know You - Vigiland Remix,Craig David,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
945,Made For You,John De Sohn,male,europe,spotify,,North America,,,,,CONTINENT: North America
946,Rinse & Repeat - Radio Edit,Riton,male,europe,spotify,,North America,,,,,CONTINENT: North America
947,Anywhere,Rita Ora,female,europe,spotify,,North America,,,,,CONTINENT: North America
948,You Make Me,Avicii,male,europe,spotify,,North America,,,,,CONTINENT: North America
949,Rolling in the Deep,Adele,female,europe,spotify,,Europe,,,,,CONTINENT: Europe
950,Solsbury Hill,Peter Gabriel,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
951,Here Comes The Night,DJ Snake,male,europe,spotify,,North America,,,,,CONTINENT: North America
952,Bravi Ragazzi,Tymek,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
953,Perfect Strangers,Jonas Blue,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
954,I Wanna Dance,Jonas Blue,male,europe,spotify,,North America,,,,,CONTINENT: North America
955,Thinking out Loud - Alex Adair Remix,Ed Sheeran,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
956,Better Than This,KAAZE,male,europe,spotify,,North America,,,,,CONTINENT: North America
957,Chainsmoking,Jacob Banks,male,europe,spotify,,North America,,,,,CONTINENT: North America
958,Unwritten,Natasha Bedingfield,female,europe,spotify,,North America,,,,,CONTINENT: North America
959,September Song - Indian Summer Mix,JP Cooper,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
960,By Your Side,Jonas Blue,male,europe,spotify,,North America,,,,,CONTINENT: North America
961,Lazy Day (feat. Danny Ocean),Fuse ODG,male,europe,spotify,,North America,,,,,CONTINENT: North America
962,Spectrum,Zedd,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
963,Dynamite,Taio Cruz,male,europe,spotify,,North America,,,,,CONTINENT: North America
964,This Year's Love,David Gray,male,europe,spotify,,North America,,,,,CONTINENT: North America
965,Dear Boy - Avicii By Avicii,Avicii,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
966,Runde um Pudding,AchtVier,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
967,Someone You Loved - Future Humans Remix,Lewis Capaldi,male,europe,spotify,,North America,,,,,CONTINENT: North America
968,South of the Border (feat. Camila Cabello & Cardi B) - Andy Jarvis Remix,Ed Sheeran,male,europe,spotify,,South America,,,,,CONTINENT: South America
969,Woman,Neneh Cherry,female,europe,spotify,,Africa,,,,,CONTINENT: Africa
970,"Feelin' Alright - Live at Universal Amphitheater, Los Angeles, CA - 1975",Dave Mason,male,europe,spotify,,North America,,,,,CONTINENT: North America
971,Zweistellige Haftstrafen,Capital Bra,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
972,Unlove You - Nicky Romero Remix,Armin van Buuren,male,europe,spotify,,North America,,,,,CONTINENT: North America
973,I Found Out - Remastered 2010,John Lennon,male,europe,spotify,,North America,,,,,CONTINENT: North America
974,Beautiful Boy (Darling Boy),John Lennon,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
975,Barefoot In The Park,James Blake,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
976,Someone You Loved - Madism Radio Mix,Lewis Capaldi,male,europe,spotify,,North America,,,,,CONTINENT: North America
977,All Night Long - (Remastered),Peter Murphy,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
978,All About Tonight,Pixie Lott,female,europe,spotify,,North America,,,,,CONTINENT: North America
979,Vento sulla luna (feat. Rkomi),Annalisa,female,europe,spotify,,Europe,,,,,CONTINENT: Europe
980,Ha Leh Lou Ya,Robin Schulz,male,europe,spotify,,North America,,,,,CONTINENT: North America
981,Miracle,Julian Perretta,male,europe,spotify,,North America,,,,,CONTINENT: North America
982,Pulling Away,Sinead Harnett,female,europe,spotify,,North America,,,,,CONTINENT: North America
983,Saturday Night - Radio Edit,Whigfield,female,europe,spotify,,North America,,,,,CONTINENT: North America
984,White Wedding - Pt. 1,Billy Idol,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
985,"Up Where We Belong - From ""An Officer And A Gentleman""",Joe Cocker,male,europe,spotify,,North America,,,,,CONTINENT: North America
986,LA MIA ULTIMA STORIA,AIELLO,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
987,Band On The Run - Remastered 2010,Paul McCartney,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
988,Kilometer (Aeroplane 'Italo 84' Remix),Sébastien Tellier,male,europe,spotify,,North America,,,,,CONTINENT: North America
989,Push Play,Zedd,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
990,Show Me Love - Original Mix,Sam Feldt,male,europe,spotify,,North America,,,,,CONTINENT: North America
991,Put A Little Love On Me,Niall Horan,male,europe,spotify,,North America,,,,,CONTINENT: North America
992,Nonno Hollywood,Enrico Nigiotti,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
993,She Wolf (Falling to Pieces) (feat. Sia),David Guetta,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
994,8Fifty,Hardwell,male,europe,spotify,,Africa,,,,,CONTINENT: Africa
995,Photograph,Ed Sheeran,male,europe,spotify,,North America,,,,,CONTINENT: North America
996,Find U Again (feat. Camila Cabello),Mark Ronson,male,europe,spotify,,North America,,,,,CONTINENT: North America
997,Rock Me Amadeus,Falco,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
998,What We Leave Behind,Labrinth,male,europe,spotify,,North America,,,,,CONTINENT: North America
999,Come With Me - Radio Mix,Nora En Pure,female,europe,spotify,,Oceania,,,,,CONTINENT: Oceania
1000,Laat Niet Los,Delany,male,europe,spotify,,North America,,,,,CONTINENT: North America
1001,All Falls Down (feat. Juliander),Alan Walker,male,europe,spotify,,North America,,,,,CONTINENT: North America
1002,Photograph,Ringo Starr,male,europe,spotify,,Europe,,,,,CONTINENT: Europe
1003,Crown,Stormzy,male,europe,spotify,,Africa,,,,,CONTINENT: Africa
1004,It's your life (feat. Chris Willis),David Guetta,male,europe,spotify,,North America,,,,,CONTINENT: North America
