index,song_title,artist,original_gender,original_continent,source,predicted_gender,predicted_continent,reasoning,attribute_scores,emotions,romance_topics,party_club,violence,politics_religion,success_money,family,slang_usage,formal_language,profanity,intensifiers,hedges,first_person,second_person,third_person,confidence,doubt_uncertainty,politeness,aggression_toxicity,cultural_references
469,Treat You Better - Ashworth Remix,Shawn Mendes,male,north america,spotify,Male,North America,"The lyrics heavily focus on romantic longing and a desire to win over someone, with repeated assurances of better treatment. The language is generally straightforward and emotionally expressive, leaning towards a male perspective in a romantic pursuit. The use of 'baby' and promises of support suggest a North American, contemporary style.","{'emotions': 8, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 4, 'formal_language': 3, 'profanity': 1, 'intensifiers': 6, 'hedges': 1, 'first_person': 9, 'second_person': 8, 'third_person': 4, 'confidence': 7, 'doubt_uncertainty': 2, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 2}",8,10,1,1,1,2,1,4,3,1,6,1,9,8,4,7,2,2,1,2
470,As Long As You Love Me,Justin Bieber,male,north america,spotify,Male,North America,"The lyrics heavily focus on romantic devotion and dependency ('as long as you love me'), with strong second-person address. References to wealth ('platinum, silver, gold') and success ('on top of the world') are present, alongside slang and informal language. The emotional tone is passionate and somewhat vulnerable, leaning towards a male perspective given the assertive declarations of devotion and the references to being a 'soldier.' The cultural references (Hova, Destiny's Child) suggest a North American origin.","{'emotions': 8, 'romance_topics': 9, 'party_club': 4, 'violence': 3, 'politics_religion': 1, 'success_money': 7, 'family': 1, 'slang_usage': 7, 'formal_language': 3, 'profanity': 2, 'intensifiers': 6, 'hedges': 2, 'first_person': 8, 'second_person': 9, 'third_person': 2, 'confidence': 7, 'doubt_uncertainty': 3, 'politeness': 1, 'aggression_toxicity': 2, 'cultural_references': 6}",8,9,4,3,1,7,1,7,3,2,6,2,8,9,2,7,3,1,2,6
471,Bounce Back,Big Sean,male,north america,spotify,Male,North America,"The lyrics heavily feature themes of bouncing back from adversity, financial success, and street credibility, common in North American hip-hop. Frequent use of slang, profanity, and first-person narration, alongside mentions of private jets and specific locations (D Town, LAX), further support this assessment. The tone is generally confident and assertive, with some aggression and boasts about wealth and power. References to God suggest a spiritual element, but it's not a dominant theme.","{'emotions': 7, 'romance_topics': 6, 'party_club': 4, 'violence': 5, 'politics_religion': 1, 'success_money': 9, 'family': 4, 'slang_usage': 8, 'formal_language': 1, 'profanity': 7, 'intensifiers': 6, 'hedges': 1, 'first_person': 9, 'second_person': 6, 'third_person': 3, 'confidence': 8, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 5, 'cultural_references': 6}",7,6,4,5,1,9,4,8,1,7,6,1,9,6,3,8,2,1,5,6
472,Under,Mac Ayres,male,north america,spotify,Male,North America,"The lyrics heavily focus on longing and romantic frustration, with frequent use of informal language and slang ('baby,' 'aye,' 'gonna'). There's a clear emotional vulnerability and a sense of distance in the relationship. The repeated phrases and grammatical errors ('she am') suggest a conversational, possibly stream-of-consciousness style common in contemporary North American male artists.","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 7, 'formal_language': 2, 'profanity': 1, 'intensifiers': 4, 'hedges': 3, 'first_person': 7, 'second_person': 6, 'third_person': 4, 'confidence': 4, 'doubt_uncertainty': 5, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 3}",8,9,1,1,1,1,1,7,2,1,4,3,7,6,4,4,5,1,1,3
473,Drunk Dialing...LODT,Summer Walker,female,north america,spotify,Female,North America,"The lyrics heavily feature romantic turmoil and conflicted emotions, with frequent use of slang and first-person perspective. The references to 'nigga' and 'patrón' suggest a North American cultural context, and the overall tone indicates a female artist expressing vulnerability and frustration.","{'emotions': 8, 'romance_topics': 9, 'party_club': 6, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 8, 'formal_language': 1, 'profanity': 6, 'intensifiers': 4, 'hedges': 1, 'first_person': 9, 'second_person': 6, 'third_person': 3, 'confidence': 5, 'doubt_uncertainty': 6, 'politeness': 1, 'aggression_toxicity': 4, 'cultural_references': 6}",8,9,6,1,1,2,1,8,1,6,4,1,9,6,3,5,6,1,4,6
474,Ella Me Beso - Remix,Elvis Crespo,male,north america,spotify,Male,North America,"The lyrics heavily focus on romantic encounters and physical attraction, utilizing informal language and a first-person perspective. The repetitive nature and simple vocabulary suggest a contemporary, potentially North American artist, and the overall tone leans toward a male perspective given the descriptions and interactions.","{'emotions': 8, 'romance_topics': 9, 'party_club': 4, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 3, 'slang_usage': 7, 'formal_language': 2, 'profanity': 3, 'intensifiers': 4, 'hedges': 3, 'first_person': 8, 'second_person': 6, 'third_person': 3, 'confidence': 5, 'doubt_uncertainty': 4, 'politeness': 1, 'aggression_toxicity': 2, 'cultural_references': 2}",8,9,4,1,1,1,3,7,2,3,4,3,8,6,3,5,4,1,2,2
475,Love Galore (feat. Travis Scott),SZA,female,north america,spotify,Male,North America,"The lyrics heavily feature romantic themes and emotional expression (love, regret, frustration). Frequent slang usage, profanity, and first-person narration suggest a male artist. The references to partying ('skrt', 'bitches') and the overall tone align with a North American hip-hop/rap style.","{'emotions': 8, 'romance_topics': 9, 'party_club': 6, 'violence': 3, 'politics_religion': 1, 'success_money': 4, 'family': 1, 'slang_usage': 8, 'formal_language': 1, 'profanity': 7, 'intensifiers': 6, 'hedges': 1, 'first_person': 10, 'second_person': 6, 'third_person': 4, 'confidence': 7, 'doubt_uncertainty': 3, 'politeness': 1, 'aggression_toxicity': 5, 'cultural_references': 6}",8,9,6,3,1,4,1,8,1,7,6,1,10,6,4,7,3,1,5,6
476,Uptown (feat. Bun B & Lil Wayne),Drake,male,north america,spotify,Male,North America,"The lyrics display a strong focus on romantic relationships and the emotional turmoil associated with them. There's also a significant presence of party/club themes, boasts about success and money, and frequent use of slang and profanity, characteristic of a male artist from North America.","{'emotions': 7, 'romance_topics': 8, 'party_club': 6, 'violence': 4, 'politics_religion': 3, 'success_money': 8, 'family': 6, 'slang_usage': 8, 'formal_language': 2, 'profanity': 8, 'intensifiers': 6, 'hedges': 1, 'first_person': 8, 'second_person': 6, 'third_person': 4, 'confidence': 7, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 6, 'cultural_references': 7}",7,8,6,4,3,8,6,8,2,8,6,1,8,6,4,7,2,1,6,7
477,Crawl Outta Love,ILLENIUM,male,north america,spotify,Male,North America,"The lyrics heavily focus on heartbreak, a failed relationship, and the struggle to move on. The frequent use of 'I' and direct address ('you') indicates a personal narrative. Slang like 'so fucking easy' and a conversational tone point to a North American male artist. There's emotional vulnerability but also a hint of frustration and anger.","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 2, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 7, 'formal_language': 3, 'profanity': 6, 'intensifiers': 4, 'hedges': 1, 'first_person': 10, 'second_person': 6, 'third_person': 2, 'confidence': 4, 'doubt_uncertainty': 5, 'politeness': 1, 'aggression_toxicity': 4, 'cultural_references': 2}",8,9,1,2,1,1,1,7,3,6,4,1,10,6,2,4,5,1,4,2
478,Enemy Turf,Juvenile,male,north america,spotify,Male,North America,"The lyrics heavily feature violent imagery, aggressive language, and slang common in North American hip-hop. First-person narration is dominant, and themes of success and respect are intertwined with threats and criminal activity. The language is very informal and contains significant profanity.","{'emotions': 6, 'romance_topics': 1, 'party_club': 2, 'violence': 10, 'politics_religion': 1, 'success_money': 7, 'family': 4, 'slang_usage': 10, 'formal_language': 1, 'profanity': 10, 'intensifiers': 4, 'hedges': 1, 'first_person': 8, 'second_person': 6, 'third_person': 4, 'confidence': 7, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 9, 'cultural_references': 8}",6,1,2,10,1,7,4,10,1,10,4,1,8,6,4,7,2,1,9,8
479,"Let It Go - From ""Frozen""/Soundtrack Version",Idina Menzel,female,north america,spotify,Female,North America,"The lyrics convey a strong emotional arc from suppressed sadness and fear to defiant freedom. The focus is on internal struggle and self-discovery, with a narrative suggesting a release from restrictive societal expectations. The language is mostly formal but incorporates some emotional intensity. The prominent use of 'I' and a confident tone points to a female artist, and the thematic elements align with North American storytelling traditions.","{'emotions': 9, 'romance_topics': 3, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 3, 'formal_language': 4, 'profanity': 1, 'intensifiers': 6, 'hedges': 1, 'first_person': 8, 'second_person': 2, 'third_person': 3, 'confidence': 8, 'doubt_uncertainty': 4, 'politeness': 1, 'aggression_toxicity': 2, 'cultural_references': 3}",9,3,1,1,1,2,1,3,4,1,6,1,8,2,3,8,4,1,2,3
480,Let's Go Crazy,Prince,male,north america,spotify,Male,North America,"The lyrics exhibit a mix of existential angst, a call to embrace life, and a playful, somewhat chaotic energy. Frequent slang and informal language ('get nuts,' 'crazy,' 'c mon baby') coupled with references to Beverly Hills and a general North American vibe suggest a male artist from that region. The exploration of mortality and the search for meaning scores high on emotions and doubt/uncertainty.","{'emotions': 8, 'romance_topics': 3, 'party_club': 4, 'violence': 3, 'politics_religion': 1, 'success_money': 2, 'family': 4, 'slang_usage': 7, 'formal_language': 2, 'profanity': 5, 'intensifiers': 6, 'hedges': 4, 'first_person': 7, 'second_person': 6, 'third_person': 3, 'confidence': 5, 'doubt_uncertainty': 5, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 4}",8,3,4,3,1,2,4,7,2,5,6,4,7,6,3,5,5,1,3,4
481,What About Us,P!nk,female,north america,spotify,Male,North America,"The lyrics heavily focus on a failed relationship and betrayal ('sold us down the river,' 'broken happy ever afters'), indicating strong romance themes and emotional distress. Frequent repetition of 'what about us' emphasizes a questioning and uncertain tone. The language is generally accessible, with some informal phrasing but not extensive slang. The repeated questioning suggests doubt and a desire for resolution. The overall style aligns with a male artist from North America, given the theme and language.","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 2, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 4, 'formal_language': 3, 'profanity': 2, 'intensifiers': 6, 'hedges': 1, 'first_person': 8, 'second_person': 6, 'third_person': 2, 'confidence': 5, 'doubt_uncertainty': 4, 'politeness': 1, 'aggression_toxicity': 4, 'cultural_references': 2}",8,9,1,2,1,2,1,4,3,2,6,1,8,6,2,5,4,1,4,2
482,I'm Your Baby Tonight,Whitney Houston,female,north america,spotify,Male,North America,"The lyrics heavily focus on romantic feelings, using direct expressions of love and desire. Frequent use of 'I' and 'you' reinforces the personal and relational focus. Slang is present ('boy', 'baby'), and there's a generally confident, albeit somewhat pleading, tone. The North American region is inferred due to the slang usage and overall lyrical style.","{'emotions': 9, 'romance_topics': 10, 'party_club': 2, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 7, 'formal_language': 1, 'profanity': 2, 'intensifiers': 6, 'hedges': 1, 'first_person': 9, 'second_person': 8, 'third_person': 2, 'confidence': 7, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 2}",9,10,2,1,1,1,1,7,1,2,6,1,9,8,2,7,1,1,1,2
483,Teach Him - Acoustic Version,Melanie Fiona,female,north america,spotify,Male,North America,"The lyrics focus heavily on relationships and personal struggles with uncertainty and trust ('romance_topics', 'emotions', 'doubt_uncertainty', 'first_person', 'second_person'). The use of informal language and some profanity ('slang_usage', 'profanity') suggests a contemporary style. The themes of self-improvement and understanding ('success_money') are present but not dominant. The overall tone leans towards introspection and emotional vulnerability, aligning with a male artist from North America.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
484,Rain (feat. Vince Staples),Mac Miller,male,north america,spotify,Male,North America,"The lyrics depict a harsh reality of violence, poverty, and loss, common themes in North American hip-hop. Frequent slang and profanity, along with strong emotional expressions (anger, sadness), indicate a male artist from North America.","{'emotions': 8, 'romance_topics': 3, 'party_club': 2, 'violence': 9, 'politics_religion': 1, 'success_money': 6, 'family': 7, 'slang_usage': 9, 'formal_language': 1, 'profanity': 10, 'intensifiers': 4, 'hedges': 1, 'first_person': 8, 'second_person': 2, 'third_person': 4, 'confidence': 7, 'doubt_uncertainty': 3, 'politeness': 1, 'aggression_toxicity': 8, 'cultural_references': 8}",8,3,2,9,1,6,7,9,1,10,4,1,8,2,4,7,3,1,8,8
